id,level,chapter,section,requirement,applicability,rationale,control,verification_method,evidence,result,gap
v5.0.0-7.1.2,2,Session Management,Session Management Documentation,Verify that the documentation defines how many concurrent (parallel) sessions are allowed for one account as well as the intended behaviors and actions to be taken when the maximum number of active sessions is reached.,APPLICABLE,Requirement applies to the Session Management Documentation surface; No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.,backend/main.py; frontend/src/main.tsx,Source review; additional requirement-specific verification required,backend/main.py; frontend/src/main.tsx,PARTIAL,No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.
v5.0.0-7.1.3,2,Session Management,Session Management Documentation,"Verify that all systems that create and manage user sessions as part of a federated identity management ecosystem (such as SSO systems) are documented along with controls to coordinate session lifetimes, termination, and any other conditions that require re-authentication.",NOT APPLICABLE,No federated identity ecosystem or SSO session creation.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; frontend/src/main.tsx,N/A,Reassess if this mechanism is introduced
v5.0.0-7.2.1,1,Session Management,Fundamental Session Management Security,"Verify that the application performs all session token verification using a trusted, backend service.",APPLICABLE,Requirement applies to the Fundamental Session Management Security surface; No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.,backend/main.py; frontend/src/main.tsx,Source review; additional requirement-specific verification required,backend/main.py; frontend/src/main.tsx,PARTIAL,No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.
v5.0.0-7.2.2,1,Session Management,Fundamental Session Management Security,"Verify that the application uses either self-contained or reference tokens that are dynamically generated for session management, i.e. not using static API secrets and keys.",APPLICABLE,"Optional browser token is static APP_TOKEN, not a dynamically generated session token.",backend/main.py; frontend/src/main.tsx,Source review; additional requirement-specific verification required,backend/main.py; frontend/src/main.tsx,FAIL,"Optional browser token is static APP_TOKEN, not a dynamically generated session token."
v5.0.0-7.2.3,1,Session Management,Fundamental Session Management Security,"Verify that if reference tokens are used to represent user sessions, they are unique and generated using a cryptographically secure pseudo-random number generator (CSPRNG) and possess at least 128 bits of entropy.",APPLICABLE,Requirement applies to the Fundamental Session Management Security surface; No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.,backend/main.py; frontend/src/main.tsx,Source review; additional requirement-specific verification required,backend/main.py; frontend/src/main.tsx,PARTIAL,No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.
v5.0.0-7.2.4,1,Session Management,Fundamental Session Management Security,"Verify that the application generates a new session token on user authentication, including re-authentication, and terminates the current session token.",APPLICABLE,Requirement applies to the Fundamental Session Management Security surface; No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.,backend/main.py; frontend/src/main.tsx,Source review; additional requirement-specific verification required,backend/main.py; frontend/src/main.tsx,PARTIAL,No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.
v5.0.0-7.3.1,2,Session Management,Session Timeout,Verify that there is an inactivity timeout such that re-authentication is enforced according to risk analysis and documented security decisions.,APPLICABLE,Requirement applies to the Session Timeout surface; No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.,backend/main.py; frontend/src/main.tsx,Source review; additional requirement-specific verification required,backend/main.py; frontend/src/main.tsx,PARTIAL,No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.
v5.0.0-7.3.2,2,Session Management,Session Timeout,Verify that there is an absolute maximum session lifetime such that re-authentication is enforced according to risk analysis and documented security decisions.,APPLICABLE,Requirement applies to the Session Timeout surface; No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.,backend/main.py; frontend/src/main.tsx,Source review; additional requirement-specific verification required,backend/main.py; frontend/src/main.tsx,PARTIAL,No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.
v5.0.0-7.4.1,1,Session Management,Session Termination,"Verify that when session termination is triggered (such as logout or expiration), the application disallows any further use of the session. For reference tokens or stateful sessions, this means invalidating the session data at the application backend. Applications using self-contained tokens will need a solution such as maintaining a list of terminated tokens, disallowing tokens produced before a per-user date and time or rotating a per-user signing key.",APPLICABLE,Requirement applies to the Session Termination surface; No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.,backend/main.py; frontend/src/main.tsx,Source review; additional requirement-specific verification required,backend/main.py; frontend/src/main.tsx,PARTIAL,No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.
v5.0.0-7.4.2,1,Session Management,Session Termination,Verify that the application terminates all active sessions when a user account is disabled or deleted (such as an employee leaving the company).,APPLICABLE,Requirement applies to the Session Termination surface; No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.,backend/main.py; frontend/src/main.tsx,Source review; additional requirement-specific verification required,backend/main.py; frontend/src/main.tsx,PARTIAL,No managed sessions; browser optionally retains a static API bearer token; session-like lifecycle remains unimplemented.
